tweet_id;airline_sentiment;airline_sentiment_confidence;negativereason;negativereason_confidence;airline;name;negativereason_gold;text;tweet_created;tweet_location;user_timezone
568950980471103489;negative;1.0;Flight Booking Problems;0.6889;United;majacgray;;"@united Marcus helped me - good agent, couldn't fix it. Flight was listed on website, but ""unavailable""to book. False advertising much?";2015-02-20 17:50:58 -0800;Brooklyn, NY;Eastern Time (US & Canada)
568950850615316480;positive;0.6566;;;United;paigeworthy;;@united I may not hit any new status this year, but I’ve flown several times this year and have tried to book with y’all every time!;2015-02-20 17:50:28 -0800;Chicago;Central Time (US & Canada)
568950548411461632;negative;1.0;Late Flight;0.6495;United;laurenmadams;;@united If someone misses his connecting flight because of the airline, and it was the last flight of the day, how will you fix it?;2015-02-20 17:49:15 -0800;In & Around Chicago;Central Time (US & Canada)
568949970080018433;negative;0.6848;Customer Service Issue;0.6848;United;MadisonWatts_;;@united Yes I needed plenty of assistance but received none.;2015-02-20 17:46:58 -0800;West Virginia;Alaska
568948971923742720;negative;0.6537;Customer Service Issue;0.32899999999999996;United;Dra_Mck;;@united thank you for the reply. I emailed your customer care department about my experience.;2015-02-20 17:43:00 -0800;Chapel Hill;Quito
568948323916255233;negative;1.0;Customer Service Issue;0.6493;United;Decode_NewYork;;@united How can I file a claim when your agents won't let me speak to a supervisor? My claim number is expired because you WON'T find my bag;2015-02-20 17:40:25 -0800;New York City;Eastern Time (US & Canada)
568948016662474752;neutral;1.0;;;United;Csqd;;@united it's done.  If you do something to make up for it I'll tweet that too.;2015-02-20 17:39:12 -0800;Vail, CO;Mountain Time (US & Canada)
568947922731028480;negative;1.0;Late Flight;1.0;United;HobertRunter;;@united I have flown with you 10 times in the last 13 days. 8 out of 10 flights have been delayed. Huge mistake on my part. Don't fly united;2015-02-20 17:38:49 -0800;Minneapolis;Quito
568947542899052544;positive;1.0;;;United;mrp;;@united I just received notification of in-flight Wi-Fi for UA863 from @flySFO to @SydneyAirport. Amazing!;2015-02-20 17:37:19 -0800;sf - austin - sydney;Alaska
568947313676148737;negative;1.0;Customer Service Issue;0.6805;United;HILL_PARTYofone;;@united yes but taking two days to get bag delivered. Missed a full day skiing because of this.;2015-02-20 17:36:24 -0800;Omaha, NE;Central Time (US & Canada)
568946825798905856;positive;0.34299999999999997;;0.0;United;nfriesen1;;@united give her the recognition she deserves!;2015-02-20 17:34:28 -0800;Winnipeg, MB Canada;Central Time (US & Canada)
568946758404808704;positive;1.0;;;United;nfriesen1;;"@united she's the type of person that can make a customers day! I fly 100+ times a year &amp; she's one of the top flight attendants I've had!";2015-02-20 17:34:12 -0800;Winnipeg, MB Canada;Central Time (US & Canada)
568944096687075329;negative;1.0;Bad Flight;0.3748;United;xVanDanx;;@united made me remove 1 pound from my checked bag otherwise they would charge me $200. Loyal flier for 10 years - time for change.;2015-02-20 17:23:37 -0800;Silver Spring;Eastern Time (US & Canada)
568941851228528642;positive;0.6889;;0.0;United;1234567890_;;@united you suck. @SouthwestAir you're the best.;2015-02-20 17:14:42 -0800;Boulder, CO | Los Angeles, CA;Arizona
568940548301549568;negative;0.7055;Late Flight;0.3748;United;wisemana;;@United can you let us out of the gate now. UA1157;2015-02-20 17:09:31 -0800;washington, dc;Eastern Time (US & Canada)
568938647795314688;negative;1.0;Late Flight;0.6579;United;wisemana;;"@united &amp; on top of no free tv on the int’l leg, now I’m sitting on the Tarmac in Houston, 70 min past departure w/ another hr plus to go";2015-02-20 17:01:58 -0800;washington, dc;Eastern Time (US & Canada)
568934749571387392;negative;1.0;Customer Service Issue;1.0;United;KatieJelen;;"@united Your ""Loyalty Team"" basically flipped me off via phone, but thanks. Maybe Google ""loyalty"" and get back to me? ^LOL";2015-02-20 16:46:29 -0800;Los Angeles, CA (via Philly);Pacific Time (US & Canada)
568934521506107392;negative;1.0;Bad Flight;0.3404;United;JoeSchmuck;;Hey @united, this is your job, don't give me the safety spin. This is the same plane that broke on the original flight out. #unitedSucks;2015-02-20 16:45:34 -0800;San Francisco;Pacific Time (US & Canada)
568933083472220160;positive;1.0;;;United;ferriertv;;@united Thank You;2015-02-20 16:39:52 -0800;Denver;Mountain Time (US & Canada)
568932735181578240;negative;1.0;Customer Service Issue;1.0;United;StarksRavings;;"@united, if you mean beyond opaque ""maintenance issues"", yes, that would be  basic in customer service which your EWR staff can't manage.";2015-02-20 16:38:28 -0800;United States;Eastern Time (US & Canada)
568932482323623937;negative;0.685;Flight Booking Problems;0.3586;United;iamtedking;;"@united ""Dear Ted. We don't care about you nor the Mileage Plus Card you pay a lot for. Bye bye. -- United""";2015-02-20 16:37:28 -0800;;Eastern Time (US & Canada)
568931996891807744;neutral;1.0;;;United;JamieReidy;;@united Terminal 1 gate B3. Flt 1299. Then take her to Terminal 5. Gate M13. Swiss Air LX009;2015-02-20 16:35:32 -0800;;Pacific Time (US & Canada)
568931924166574080;negative;1.0;Customer Service Issue;1.0;United;LJ3000;;. @united sad that you don't think it is important to resolve your client facing team that behaves disgraceful;2015-02-20 16:35:15 -0800;;Pacific Time (US & Canada)
568931759150084096;negative;1.0;Can't Tell;0.7075;United;JamieReidy;;@united Help! My girlfriend Amy Lloyd is going to miss our flt to Zurich bc of your fault. She needs a golf cart to meet her at ORD (1);2015-02-20 16:34:36 -0800;;Pacific Time (US & Canada)
568931637699829761;negative;0.3511;Flight Attendant Complaints;0.3511;United;robfarrisjr;;@united - #epicfail from a former gate agent in PIA!  He walked away and quit! Luckily a responsible PIA agent saved the day!;2015-02-20 16:34:07 -0800;Apex, NC;Eastern Time (US & Canada)
568927730160549888;neutral;1.0;;;United;suijuris;;@united any chance you'll ever do CPUs on your JFK-LAX like @AmericanAir?;2015-02-20 16:18:35 -0800;New York, NY;Eastern Time (US & Canada)
568927631103696896;negative;1.0;Late Flight;1.0;United;Schlubach;;"@united not the case. Now delayed due to ""mechanical issues with no update on departure time"". Just Cancelled Flight the goddamn flight so I go delta";2015-02-20 16:18:12 -0800;NY;Quito
568926552836182016;negative;1.0;Customer Service Issue;1.0;United;ellembee;;@united I didn't get a message from you. I'll resend numbers.;2015-02-20 16:13:54 -0800;chicago;Central Time (US & Canada)
568926321369153536;neutral;0.6735;;0.0;United;takwind_;;@united Yes, filled out the form last year. Don't have case number handy. Guess I'm not cut out for the historical society afterall;2015-02-20 16:12:59 -0800;New York | Nomad;Eastern Time (US & Canada)
568924206152306688;negative;1.0;Can't Tell;0.6656;United;KatieJelen;;"@united Listen, learn &amp; do this: Remove your PQD requirement. It is insulting. ^HA";2015-02-20 16:04:35 -0800;Los Angeles, CA (via Philly);Pacific Time (US & Canada)
568922616800657411;positive;1.0;;;United;Mimsw;;@united Gate Agent Alavera is amazing;2015-02-20 15:58:16 -0800;Boulder, CO;Mountain Time (US & Canada)
568922057552977920;negative;0.6842;Can't Tell;0.6842;United;KatieJelen;;@united I need you...to be a better airline. ^LOL;2015-02-20 15:56:03 -0800;Los Angeles, CA (via Philly);Pacific Time (US & Canada)
568921968818270208;negative;1.0;Flight Attendant Complaints;1.0;United;EddieUmphrey;;@united your agents forced me to check a carry on bag. When I received my bag I found your crew had stolen from me. U lost my business!;2015-02-20 15:55:42 -0800;MN, MI, NM;Eastern Time (US & Canada)
568921625715814401;positive;1.0;;;United;KennethRMurray;;@united wins top marks for customer service via Twitter. They turned a poor experience into a positive. Many thanks for the effort! ??;2015-02-20 15:54:20 -0800;Kenosha, WI;Central Time (US & Canada)
568921163901984768;negative;1.0;Customer Service Issue;0.6329;United;jbersack;;@united Why haven't you released a travel advisory for IAD for tomorrow????!!!!!!!!;2015-02-20 15:52:30 -0800;ÜT: 38.763515,-77.718226;Eastern Time (US & Canada)
568920314073260032;negative;1.0;Bad Flight;1.0;United;BurkeCherrie;;"@united cross country flight SFO&gt;BOS. No wifi, not even a can of soda and this quality inflight entertainment #sad http://t.co/xhlc30MTfF";2015-02-20 15:49:07 -0800;Brooklyn, NY;Eastern Time (US & Canada)
568919686978641920;negative;1.0;Late Flight;0.6526;United;Schlubach;;@united is really getting horrible. So much for tucking in my kids tonight. Delta transfers miles/status, right? http://t.co/H6HN33JJJE;2015-02-20 15:46:38 -0800;NY;Quito
568918759664021504;negative;1.0;Can't Tell;1.0;United;jayw329;;@united roundtrip to London on @Delta ? I think I will! FYI that's another $1k you just lost. #moneynotspentonunited #unfriendlyskies;2015-02-20 15:42:56 -0800;New York, NY;Eastern Time (US & Canada)
568917936783491073;negative;0.6633;Can't Tell;0.3367;United;jayw329;;@united already Flight Booking Problems next week's trip on @AmericanAir  thanks for making the choice so easy #disunited #unfriendlyskies #servicefail;2015-02-20 15:39:40 -0800;New York, NY;Eastern Time (US & Canada)
568917792172351488;positive;1.0;;;United;nfriesen1;;@United flight experiences R often frustrating, but 2day on UA5184 from CHI to WPG flight attendant April was #amazing! She's 1 of the best!;2015-02-20 15:39:06 -0800;Winnipeg, MB Canada;Central Time (US & Canada)
568917429033652226;negative;1.0;Late Flight;0.6154;United;4wordSOUL;;@united just like clockwork, Friday afternoon flights from LAS to DEN running Late Flight. Why does this seem to happen so consistently #KeepIt100;2015-02-20 15:37:39 -0800;Denver, CO;Mountain Time (US & Canada)
568917261869674497;negative;1.0;Bad Flight;0.6970000000000001;United;jayw329;;@united I will! On @AmericanAir @SouthwestAir @Delta or @JetBlue  all of which will be getting my business. #unfriendlyskies #unbelievable;2015-02-20 15:36:59 -0800;New York, NY;Eastern Time (US & Canada)
568916446710857728;positive;1.0;;;United;CEUGRATN;;"@united free booze for the Bach party would make it better!  ORD--&gt;MSY #Delayed #Again   We will enjoy either way.  Thanks!";2015-02-20 15:33:45 -0800;;Central Time (US & Canada)
568916345506566145;neutral;1.0;;;United;JPKirchmeier;;@united (2/2) I have their name (boarding pass was in there, too).  I think they might really need this. Any ideas?;2015-02-20 15:33:21 -0800;Evanston, IL;Central Time (US & Canada)
568916213130096640;neutral;1.0;;;United;JPKirchmeier;;@united - sitting in seat 10D on a flight back from Vegas to Chicago.  Someone left a folder that looks important in the seat pocket. (1/2);2015-02-20 15:32:49 -0800;Evanston, IL;Central Time (US & Canada)
568915741551886336;negative;1.0;Customer Service Issue;1.0;United;cruzontour;;@united incompetent/rude service today. Missed my connecting flight, then the customer service desk was terrible to me. Really upset w untd.;2015-02-20 15:30:57 -0800;Los Angeles, CA;Alaska
568913508936458240;negative;1.0;Bad Flight;0.6907;United;AtulKC;;@united - terrible experience on UA415 on 17th. 1st exit row in economy has zero legroom. Have same row booked for return but can't change.;2015-02-20 15:22:05 -0800;Greater New York City Area;Eastern Time (US & Canada)
568910220644237312;negative;1.0;Late Flight;1.0;United;fambai;;@united this delay of flight UA4636 has been painful. I sure hope it doesn't cause me or my luggage) to miss my UA82 flight to New Delhi!;2015-02-20 15:09:01 -0800;the nation's capital;Eastern Time (US & Canada)
568905448897654784;negative;1.0;Can't Tell;0.6285;United;wisemana;;@united it should be free like other airlines! Again, it’s not 1997 anymore.;2015-02-20 14:50:03 -0800;washington, dc;Eastern Time (US & Canada)
568905087608881152;negative;0.665;Late Flight;0.335;United;ChrisLaylin;;@united Existing reservation is fine. I was talking about no longer having an 0600 CMH-ORD option. 0638 gets me in too Late Flight.;2015-02-20 14:48:37 -0800;Powell, OH;Eastern Time (US & Canada)
568904684561408000;neutral;0.7008;;0.0;United;Heaton52;;@united please tell me I'm going to make my connecting flight from O'hare to #STL #SouthBendINWhere ?? http://t.co/qGwK10dEwv;2015-02-20 14:47:01 -0800;;Central Time (US & Canada)
568903773491306496;neutral;0.68;;;United;jacobburkholder;;@united Lindsay and ??.  Darn.  Terrible memory on my part.  I know they are headed back to IAD and then PIT tonight.;2015-02-20 14:43:23 -0800;#avgeek, United 1K;Central Time (US & Canada)
568903479722246144;negative;1.0;Customer Service Issue;0.3404;United;caseymugar;;@united I know. I’m sure you hear it all the time — don’t like the new seats. I’m a small guy, 5’ 6” and I feel the new planes are tight;2015-02-20 14:42:13 -0800;Culver City, CA;Pacific Time (US & Canada)
568903193930764288;negative;1.0;Late Flight;1.0;United;Csqd;;@united how about after 2.5 hrs at ORD another .5 on the tarmac + refuse to move me to an earlier flight you make it up to me? #iflyalot #bs;2015-02-20 14:41:05 -0800;Vail, CO;Mountain Time (US & Canada)
568903082765000704;neutral;0.6202;;;United;yuethomas;;@united OK, thanks for the clarification.;2015-02-20 14:40:39 -0800;San Jose, CA;Pacific Time (US & Canada)
568902492118888448;positive;0.3414;;0.0;United;matsmall;;@united When are you coming back to @IFlyOAKland? You have a huge East Bay customer base due to SFO and *I* miss you!;2015-02-20 14:38:18 -0800;Oakland;Pacific Time (US & Canada)
568902405909143552;negative;1.0;Can't Tell;0.6582;United;AlsoRococo;;@united also doesn't help me. I'm a very frequent flier and united premiere gold. Apparently that means nothing.;2015-02-20 14:37:57 -0800;Los Angeles;Pacific Time (US & Canada)
568901828055707648;neutral;1.0;;;United;bethweesner;;@united as a million mile flier I'm embarrassed to ask how long ago his launched?;2015-02-20 14:35:40 -0800;San Francisco, CA;Pacific Time (US & Canada)
568900980080709632;negative;0.6718;Can't Tell;0.3435;United;johnwoodRTR;;@United @Skywest do it again!   I will now miss one or probably both our Aspen events. #Fail;2015-02-20 14:32:17 -0800;Hong Kong;Eastern Time (US & Canada)
568900770860392448;negative;1.0;Lost Luggage;1.0;United;AlsoRococo;;@united don't need your apologies, need my bag. Took 56 minutes from landing to get it. Unacceptable.;2015-02-20 14:31:28 -0800;Los Angeles;Pacific Time (US & Canada)
568900079962075137;negative;0.7129;Bad Flight;0.7129;United;caseymugar;;@united add wifi, entertainment and the old seats and i’ll come back.;2015-02-20 14:28:43 -0800;Culver City, CA;Pacific Time (US & Canada)
568899252149035008;negative;1.0;Bad Flight;0.6739;United;wisemana;;@United super lame that you charge $8 for tv on an international flight to the US. It isn’t 1997!;2015-02-20 14:25:26 -0800;washington, dc;Eastern Time (US & Canada)
568898792755470336;negative;0.7112;Late Flight;0.3581;United;CpyburnDC;;@united as for volunteers to give up seats, people did! Now we sit for 25 minutes on plane waiting 4 them to add more people!  #letsgo;2015-02-20 14:23:36 -0800;Washington, DC;Eastern Time (US & Canada)
568898784861814785;negative;0.6795;Can't Tell;0.3441;United;nate2482;;@united 4016 529557.   You going to transfer my car to me too?  Because it's at the airport you couldn't get me too...;2015-02-20 14:23:34 -0800;Parkersburg, WV;Eastern Time (US & Canada)
568897992712802304;negative;1.0;Lost Luggage;0.6722;United;AlsoRococo;;@united next time I will not volunteer to let you gate check my bag for space, since you obviously can't deliver it in a timely manner.;2015-02-20 14:20:25 -0800;Los Angeles;Pacific Time (US & Canada)
568897757991186432;negative;1.0;Lost Luggage;0.6701;United;AlsoRococo;;@united I'm sorry it's cold in chicago, but I don't see why that means it takes 45 minutes for my priority bag to show up on the carousel.;2015-02-20 14:19:29 -0800;Los Angeles;Pacific Time (US & Canada)
568895842293309440;negative;1.0;Can't Tell;0.6478;United;SchrammRyan;;@united you are making me miss big snow in Montana. Not cool.;2015-02-20 14:11:53 -0800;;Eastern Time (US & Canada)
568894575596580864;positive;1.0;;;United;KennethRMurray;;@united Thank you. Any help is appreciated.;2015-02-20 14:06:51 -0800;Kenosha, WI;Central Time (US & Canada)
568894256070287360;neutral;1.0;;;United;jayfalck;;@united FYI, went through this on similar flight last week.;2015-02-20 14:05:34 -0800;Austin, TX;Central Time (US & Canada)
568894073345437697;negative;1.0;Customer Service Issue;0.3467;United;jayfalck;;@united I know where to check. My complaint is my ticket said dinner when I booked now it's changed to refreshments. Where's my refund?;2015-02-20 14:04:51 -0800;Austin, TX;Central Time (US & Canada)
568893623099654144;negative;1.0;Lost Luggage;1.0;United;christinerimay;;@united Bag MIA since Wednesday. Still no word where it is or if we'll ever see it again. #lostluggage #frustrated;2015-02-20 14:03:03 -0800;Someplace saving something;Eastern Time (US & Canada)
568893275907575808;neutral;1.0;;;United;yuethomas;;@united assume those benefits only apply to my own reservation. Any way my partner (on diff res) can use them? Can we combine res?;2015-02-20 14:01:41 -0800;San Jose, CA;Pacific Time (US & Canada)
568889252185903104;positive;1.0;;;United;Coco_Flotte;;@united thanks for moving my dad on to my my mom's flight. You helped make his birthday start with #FriendlyFriday Awesomeness! 4 paws up!;2015-02-20 13:45:41 -0800;Deutschland;Prague
568887455044259842;negative;1.0;Cancelled Flight;1.0;United;nate2482;;@United you need to get it together 3 of 4 flights Cancelled Flightled stranded with no car and my baggage is lost!  You NEVER get it right.;2015-02-20 13:38:33 -0800;Parkersburg, WV;Eastern Time (US & Canada)
568887240685785089;neutral;0.7246;;;United;KeldaPharris;;@united blood services, make your appt. today! 18009174929 http://t.co/6UXwPaduGS;2015-02-20 13:37:42 -0800;Aberdeen;Central Time (US & Canada)
568885959225446400;negative;1.0;Customer Service Issue;0.6806;United;bretlonder;;".@united It's worth saying that, if you litter in Singapore, you get caned. ""But there are rules"" says @united";2015-02-20 13:32:36 -0800;San Diego, CA;Central Time (US & Canada)
568885556718907392;neutral;0.6609999999999999;;0.0;United;divvashi;;@united yes! I'll be sending an email to customer service today.;2015-02-20 13:31:00 -0800;;Eastern Time (US & Canada)
568885498464374785;negative;0.6706;Customer Service Issue;0.6706;United;bretlonder;;@united I'm fully aware, it's just that your rules are harsh toward the client. Especially since you're going to resell my seat for more $.;2015-02-20 13:30:46 -0800;San Diego, CA;Central Time (US & Canada)
568885117373927425;negative;1.0;Damaged Luggage;0.6383;United;AlexanderPancoe;;@united why I won't check my carry on. Watched a handler throw this bag -- miss the conveyer belt -- sat there 10 min http://t.co/lyoocx5mSH;2015-02-20 13:29:16 -0800;Chicago;Central Time (US & Canada)
568884491294351360;negative;1.0;Customer Service Issue;1.0;United;ADolledUpBlog;;@united why? So I can waste more of time on this airline to get an automated message? Disappointing as always.;2015-02-20 13:26:46 -0800;Salt Lake City, UT;Mountain Time (US & Canada)
568884473040752641;negative;1.0;Customer Service Issue;0.6503;United;andreamvdlg;;@united this means within one week i will have filed 2 compensation complaints to your website;2015-02-20 13:26:42 -0800;Edinbrah;Eastern Time (US & Canada)
568884344221081600;negative;0.6869;Can't Tell;0.3434;United;andreamvdlg;;@united not 100% sure, however my ticket included one checked bag, therefore this charge was extra and completely unanticipated.;2015-02-20 13:26:11 -0800;Edinbrah;Eastern Time (US & Canada)
568884211739971584;positive;0.6561;;;United;d_goodspeed;;“@united: @d_goodspeed We will follow up with our Maintenance team. Thanks for the tweet. ^KP” THANK YOU!  United Cares!;2015-02-20 13:25:40 -0800;USA;Central Time (US & Canada)
568883744246878208;negative;1.0;Customer Service Issue;0.662;United;KennethRMurray;;@united Terribly disappointed. Confirmed reservation delayed and your cust. service staff was not helpful in finding an alternate solution.;2015-02-20 13:23:48 -0800;Kenosha, WI;Central Time (US & Canada)
568883664219537408;neutral;1.0;;;United;middlebrowmadam;;@united this is for a check-in luggage. Employee told me not to include wheels in the dimensions.;2015-02-20 13:23:29 -0800;Southern California;Pacific Time (US & Canada)
568883475534745600;neutral;1.0;;;United;dlm_3;;@united dmangen@visualclubconcepts.com;2015-02-20 13:22:44 -0800;Global;Eastern Time (US & Canada)
568882789082222592;negative;1.0;Late Flight;0.6522;United;andreamvdlg;;@united this is besides the fact that one week ago you delayed me by 18 hours. i am not impressed at all.;2015-02-20 13:20:00 -0800;Edinbrah;Eastern Time (US & Canada)
568882601261273089;negative;1.0;Customer Service Issue;0.648;United;andreamvdlg;;@united its my one and only checked bag, which is checked to edinburgh, however i am being charged randomly from dc to newark;2015-02-20 13:19:16 -0800;Edinbrah;Eastern Time (US & Canada)
568882449922416641;negative;1.0;Customer Service Issue;0.3438;United;andreamvdlg;;@united with the purchase of my ticket i am entitled to check in 1 bag however i am being charged an extra 25 dollars for domestic transport;2015-02-20 13:18:40 -0800;Edinbrah;Eastern Time (US & Canada)
568882079091400705;negative;1.0;Bad Flight;1.0;United;justindoll;;@united Thank U for the 1hr delay then boarding us onto a plane that reeks of vomit, flight attendant indicated it wasn't cleaned properly.;2015-02-20 13:17:11 -0800;Salt Lake City, UT;Mountain Time (US & Canada)
568881812174299137;negative;1.0;Can't Tell;0.672;United;ADolledUpBlog;;@United I have never been so grossed out in my life. What a disappointment-yet again-flying with you.;2015-02-20 13:16:07 -0800;Salt Lake City, UT;Mountain Time (US & Canada)
568881593395208192;neutral;1.0;;;United;SocialMktgFella;;@united need to add service dog to my itinerary for tomorrow;2015-02-20 13:15:15 -0800;San Francisco, CA;Pacific Time (US & Canada)
568881580015366145;negative;1.0;Late Flight;1.0;United;ADolledUpBlog;;@united thanks for delaying my flight for an hour, and then boarding us onto a flight that REEKS of vomit because it wasn't cleaned properly;2015-02-20 13:15:12 -0800;Salt Lake City, UT;Mountain Time (US & Canada)
568881357583097857;negative;0.6747;Bad Flight;0.3477;United;d_goodspeed;;"@united just landed. Might want to check flight 304 plane from Houston. That sound was during takeoff &amp; landing http://t.co/QKquRagGoO";2015-02-20 13:14:19 -0800;USA;Central Time (US & Canada)
568880036234682370;negative;1.0;Can't Tell;0.6632;United;megane_ko;;@united I can't even look at you right now. I'll call you when I'm not so mad.;2015-02-20 13:09:04 -0800;Montana;Mountain Time (US & Canada)
568878265814949889;neutral;1.0;;;United;bugstory;;@united DM ed u the request num;2015-02-20 13:02:02 -0800;Baltimore, MD;Eastern Time (US & Canada)
568878121958694912;negative;1.0;Customer Service Issue;1.0;United;bugstory;;@united I requested an online refund option they denied saying the ticket was used, hope they understand the problem from your approach;2015-02-20 13:01:28 -0800;Baltimore, MD;Eastern Time (US & Canada)
568877085479071744;neutral;1.0;;;United;Gouwerijn;;@united bagage which i take to in the cabin i dont need to check-in,correct?;2015-02-20 12:57:21 -0800;Alphen aan den Rijn;Amsterdam
568875530671554561;neutral;1.0;;;United;bugstory;;@united exactly;2015-02-20 12:51:10 -0800;Baltimore, MD;Eastern Time (US & Canada)
568874741249007616;negative;0.6972;Late Flight;0.6972;United;bugstory;;@united the passengers waited inside the flight on the runway and returned back in o gate that should not count as a valid journey;2015-02-20 12:48:02 -0800;Baltimore, MD;Eastern Time (US & Canada)
568874496507174912;negative;1.0;Cancelled Flight;1.0;United;bugstory;;@united yes it is partly used, the del-ewr is used, the return flight was Cancelled Flightled due to technical glitch in operations;2015-02-20 12:47:03 -0800;Baltimore, MD;Eastern Time (US & Canada)
568873730182504448;positive;1.0;;;United;dekt;;@united thank you.. Appreciate the response;2015-02-20 12:44:01 -0800;San Francisco;Pacific Time (US & Canada)
568873474392854530;neutral;0.6628;;;United;youRsoMoney;;@united Old school ride home to LAX from Houston #flyingRetro http://t.co/6asuwx3Kv0;2015-02-20 12:43:00 -0800;Los Angeles;Pacific Time (US & Canada)
568873031428415489;negative;1.0;Late Flight;1.0;United;ssapol5722;;.@united I appreciate you looking. Can you compensate me on anything for my troubles? Still haven't taken off for a 10:30 am flight;2015-02-20 12:41:14 -0800;New Jersey;Quito
568872291427160065;neutral;1.0;;;United;PaintboxGirl;;@united mine is GJQX6J husband is A587CW (Can't DM for some reason.);2015-02-20 12:38:18 -0800;New York State;Central Time (US & Canada)
568872120471687168;positive;1.0;;;United;urno12;;@united thank you thank you thank you for contacting me. Thank you for the offer of a $1000 travel certificate #unitedairlines;2015-02-20 12:37:37 -0800;bonkers in Yonkers;New Delhi
568871357007704064;negative;1.0;Customer Service Issue;0.6644;United;TaraNorden;;@united Another terrible experience with United. Discrimination. Delays. And no help from customer service #united #notimpressed;2015-02-20 12:34:35 -0800;Chicago;Central Time (US & Canada)
568871143022731265;negative;1.0;Can't Tell;1.0;United;PaintboxGirl;;@united If a business decision is made that inconveniences and possibly causes lost customers, is it a good business decision? #Cranky;2015-02-20 12:33:44 -0800;New York State;Central Time (US & Canada)
568870394708545536;positive;1.0;;;United;bugstory;;@united sent a DM just now. Thanks I am incredibly happy the fast response I got via Twitter than via customer care. Thank you;2015-02-20 12:30:45 -0800;Baltimore, MD;Eastern Time (US & Canada)
568868944557133825;negative;0.6583;Late Flight;0.6583;United;benjaminslavin;;@united please provide update on UA 791. This flight has been stranded by united with no information from the crew on the plane.;2015-02-20 12:25:00 -0800;;Quito
568865640569806848;negative;0.6743;Flight Booking Problems;0.3423;United;abigailedge;;@united That's still one day over my visa expiring on June 9, which is why I booked my flight on that day.;2015-02-20 12:11:52 -0800;Brighton, UK;London
568864796717805568;neutral;1.0;;;United;ScribblersNook;;@united Followback so I can DM plz;2015-02-20 12:08:31 -0800;Atlanta, GA;Eastern Time (US & Canada)
568862914154770432;negative;1.0;Flight Attendant Complaints;0.6842;United;GottaGoFlying;;@united MIA-EWR #384 ?????? excellent crew. EWR-IAD #3589 ?????? No crew to load bags - waiting w/ door open freezing. 20 mins past departure.;2015-02-20 12:01:02 -0800;;Eastern Time (US & Canada)
568862907850743808;negative;1.0;Customer Service Issue;1.0;United;_jesseeka;;@united your customer service is crap.;2015-02-20 12:01:00 -0800;Massachusetts;Eastern Time (US & Canada)
568859726315827200;positive;1.0;;;United;AndyA3;;@united thanks;2015-02-20 11:48:22 -0800;San Francisco;Pacific Time (US & Canada)
568858368829313024;negative;0.7087;Can't Tell;0.3707;United;StartupReport;;@united kind of unnerving to watch the guy deicing your plane text on his phone the whole time http://t.co/QdXfT9qqT9;2015-02-20 11:42:58 -0800;Portland;Pacific Time (US & Canada)
568857956470517760;negative;1.0;Can't Tell;1.0;United;DubsterCali;;@united @JedediahBila Why is United voted every year as one of the worst airlines? Do enjoy that title? You should give Jedediah free passes;2015-02-20 11:41:20 -0800;Corrupt California;Pacific Time (US & Canada)
568855505747095552;positive;0.6639;;0.0;United;YouSoFancy;;@united On the plane but thanks! Maybe don't let so many people check in by themselves - teeming with morons.;2015-02-20 11:31:36 -0800;Being not the one;Pacific Time (US & Canada)
568855251123449856;neutral;0.7034;;0.0;United;AndyA3;;"@united yes I've boarded this way many times &amp; have never had to show my pass on the Tarmac multiple times. Path was railed off. Only 1 way";2015-02-20 11:30:35 -0800;San Francisco;Pacific Time (US & Canada)
568854401802051584;negative;1.0;Lost Luggage;0.3437;United;christinerimay;;@united Still waiting on our bag! Never got delivered yesterday. Can't reach a real person for help. Sending DM with ref number.;2015-02-20 11:27:12 -0800;Someplace saving something;Eastern Time (US & Canada)
568854214136479744;negative;1.0;Bad Flight;0.6774;United;MikeJJT;;@united worst flight experience I've ever had. Will never ever fly your airline again.;2015-02-20 11:26:28 -0800;New York, NY;Eastern Time (US & Canada)
568853249551409153;positive;1.0;;;United;Easy_E_;;@united Looks like they came through. Thanks again for the help.;2015-02-20 11:22:38 -0800;Tri State NY area...;Eastern Time (US & Canada)
568853244476309504;neutral;1.0;;;United;ScribblersNook;;@united anything yet JJ?;2015-02-20 11:22:36 -0800;Atlanta, GA;Eastern Time (US & Canada)
568851544537481216;negative;1.0;Customer Service Issue;0.3586;United;bugstory;;@united why would a person take hours and hours of wait time just to tell a lie;2015-02-20 11:15:51 -0800;Baltimore, MD;Eastern Time (US & Canada)
568851512509800448;negative;1.0;Customer Service Issue;0.6593;United;ssapol5722;;@united hey! DM not working. UA 307!;2015-02-20 11:15:43 -0800;New Jersey;Quito
568851396923146240;negative;1.0;Customer Service Issue;0.6804;United;bugstory;;@united the refund team is far from customer care courtesy they need training on work ethics. So it's like sir u r lying how can I help;2015-02-20 11:15:16 -0800;Baltimore, MD;Eastern Time (US & Canada)
568850852909342720;negative;1.0;Flight Booking Problems;0.6806;United;DuncanKneeDeep;;@united splitting up my flights quadruples the price;2015-02-20 11:13:06 -0800;The Gaming Cartel;Amsterdam
568850826552320000;negative;1.0;Customer Service Issue;0.6787;United;bugstory;;@united contd... I am being told that I am asking for a refund on a used ticket on a flight that got Cancelled Flightled how is the ticket used?;2015-02-20 11:13:00 -0800;Baltimore, MD;Eastern Time (US & Canada)
